russian,ingush,definition,source
коромысло,Ӏад,,ingush_dictionary_full.txt
лук для стрельбы,Ӏад,,ingush_dictionary_full.txt
1) рогатка; 2) лук (оруж.),Ӏад,,ingush_dictionary_full.txt
дуга в упряжке,Ӏад,,ingush_dictionary_full.txt
натянуть лук.,Ӏад дувла,,ingush_dictionary_full.txt
стрелять из лука.,Ӏад кхосса,,ingush_dictionary_full.txt
сиди спокойно,Ӏа́дда,,ingush_dictionary_full.txt
на месте,hæddæ,,ingush_dictionary_full.txt
лучник.,Ӏаддал,,ingush_dictionary_full.txt
лучница,Ӏаддалхо,,ingush_dictionary_full.txt
Стрелец,Ӏаддалхо,,ingush_dictionary_full.txt
дуга лука,ӀаддаргӀа,,ingush_dictionary_full.txt
рогатина,ӀаддаргӀа,,ingush_dictionary_full.txt
1) дуга лука; 2) рогатина,Ӏа́ддаргӀа,,ingush_dictionary_full.txt
пшеничный репейник,Ӏа́дзарбаӀ,,ingush_dictionary_full.txt
репейник пшеничный,ӀадзарбаӀа,,ingush_dictionary_full.txt
пока (до свидания,Ӏадика хайла,,ingush_dictionary_full.txt
проститься,Ӏадика ювца,,ingush_dictionary_full.txt
попрощаться,Ӏадика ювца,,ingush_dictionary_full.txt
упасть (сверху),Ӏадо́жа,,ingush_dictionary_full.txt
лук со стрелами,Ӏадпха,,ingush_dictionary_full.txt
самострел,Ӏадсаькх,,ingush_dictionary_full.txt
1) лук (оруж.); 2) арбалет,Ӏадсаькх,,ingush_dictionary_full.txt
яблоко,Ӏаж,*сущ. *яблоко кхача Iаж спелое яблоко,ingush_dictionary_full.txt
яблоня,Ӏаж,*сущ. *яблоко кхача Iаж спелое яблоко,ingush_dictionary_full.txt
1) яблоко; 2) яблоня,Ӏаж,*сущ. *яблоко кхача Iаж спелое яблоко,ingush_dictionary_full.txt
фруктовый сок,Ӏажа хий,,ingush_dictionary_full.txt
жёлтая трясогузка,ӀажагӀа готахьазилг,,ingush_dictionary_full.txt
ивовый жёлтый листоед,ӀажагӀа дакий гӀадуарг,,ingush_dictionary_full.txt
берёза жёлтая,ӀажагӀа дакх,,ingush_dictionary_full.txt
маслёнок жёлтый (гриб),ӀажагӀа даьттагӀилг,,ingush_dictionary_full.txt
рододендрон жёлтый,ӀажагӀа диваж,,ingush_dictionary_full.txt
фиалка жёлтая,ӀажагӀа зийболг,,ingush_dictionary_full.txt
жёлтая стрекоза,ӀажагӀа йилбазговр,,ingush_dictionary_full.txt
смородина жёлтая,ӀажагӀа кхазар,,ingush_dictionary_full.txt
акация жёлтая или карагана древовидная,ӀажагӀа кӀарцхал,,ingush_dictionary_full.txt
желтушка,ӀажагӀа кӀормац,,ingush_dictionary_full.txt
желтуха,ӀажагӀа лазар,,ingush_dictionary_full.txt
жёлтый мангуст,ӀажагӀа мангуст,,ingush_dictionary_full.txt
жёлто-зелёный усач,ӀажагӀа ме́кхаш-чоапилг,,ingush_dictionary_full.txt
жёлтый суслик,ӀажагӀа мукадахка,,ingush_dictionary_full.txt
тюльпан жёлтый,ӀажагӀа солса́гӀаьле,,ingush_dictionary_full.txt
Жёлтое море,ӀажагӀа форд,,ingush_dictionary_full.txt
пятнистый или жёлтый морской конёк,ӀажагӀа фордаговрг,,ingush_dictionary_full.txt
лотос жёлтый,ӀажагӀа хинзиза,,ingush_dictionary_full.txt
кувшинка жёлтая,ӀажагӀа хинкӀудалг,,ingush_dictionary_full.txt
жёлтый пахучий муравей,ӀажагӀа хьаджйоагӀа зунгат,,ingush_dictionary_full.txt
кукуруза жёлтая,ӀажагӀа хьажкӀа́,,ingush_dictionary_full.txt
роза жёлтая,ӀажагӀа хьармакх,,ingush_dictionary_full.txt
сорт сливы,ӀажагӀа хьач,,ingush_dictionary_full.txt
мирабель,ӀажагӀа хьач,,ingush_dictionary_full.txt
жёлтый карлик (небольшая звезда главной последовательности массой от 0,ӀажагӀа чинтолг,,ingush_dictionary_full.txt
жёлтый,ӀажагӀа,*прил. *желтый,ingush_dictionary_full.txt
желтый,ӀажагӀа,*прил. *желтый,ingush_dictionary_full.txt
жёлто-зелёный,ӀажагӀа-баьццара,,ingush_dictionary_full.txt
кремовый,ӀажагӀа-кӀай,,ingush_dictionary_full.txt
жёлтая цапля,ӀажагӀа-чкъаьрийдуъарг,,ingush_dictionary_full.txt
желтизна,ӀажагӀал,,ingush_dictionary_full.txt
желтеть,ӀажагӀдала,,ingush_dictionary_full.txt
пожелтеть,ӀажагӀдала,,ingush_dictionary_full.txt
желтить,ӀажагӀде́,,ingush_dictionary_full.txt
пожелтелый,ӀажагӀде́нна,,ingush_dictionary_full.txt
1) мирабель; 2) жёлтая слива,ӀажагӀхьач,,ingush_dictionary_full.txt
местность Ажалбер,Hæžælber-mottig,,ingush_dictionary_full.txt
свинорой,Ӏажаркх,,ingush_dictionary_full.txt
1) свинорой; 2) сорная трава; 3) пырей,Ӏажаркх,,ingush_dictionary_full.txt
душица обыкновенная,Ӏаждарбуц,,ingush_dictionary_full.txt
яблонный листоед,Ӏажий гӀадуарг,,ingush_dictionary_full.txt
яблонная медуница,Ӏажий гӀаьнсагал,,ingush_dictionary_full.txt
яблонная моль,Ӏажий наца,,ingush_dictionary_full.txt
яблоневый,Ӏажий,*прил. *яблочный,ingush_dictionary_full.txt
яблочный,Ӏажий,*прил. *яблочный,ingush_dictionary_full.txt
ранняя весна,hæzæl-berzæ,,ingush_dictionary_full.txt
мучение,Ӏа́зап,,ingush_dictionary_full.txt
угнетение,Ӏа́зап,,ingush_dictionary_full.txt
перемучиться,Ӏа́зап ла́,,ingush_dictionary_full.txt
помучиться,Ӏа́зап о́за,,ingush_dictionary_full.txt
истязать,Ӏа́зап о́зийта,,ingush_dictionary_full.txt
угнетать,Ӏа́зап о́зийта,,ingush_dictionary_full.txt
помучить,Ӏа́зап о́зийта,,ingush_dictionary_full.txt
гнетущий,Ӏа́зап о́зийта,,ingush_dictionary_full.txt
отмучиться,Ӏа́зап эза ва́ла,,ingush_dictionary_full.txt
ад (перен.),Ӏазап,*сущ. *ад (перен.) бар *сущ. *пытка озийта *глаг. *мучить *пытать,ingush_dictionary_full.txt
адский (перен.),Ӏазапе,*прил. *адский (перен.,ingush_dictionary_full.txt
расторопша,Ӏазар,,ingush_dictionary_full.txt
чертополох,Ӏазар,,ingush_dictionary_full.txt
азимут (угол,Ӏазмут,,ingush_dictionary_full.txt
азимут,Ӏа́змут,,ingush_dictionary_full.txt
зимний сорт яблони,Ӏай буа Ӏаж,,ingush_dictionary_full.txt
зимой,Ӏай,*нареч. *зимой дахача Iай прошлой зимой,ingush_dictionary_full.txt
овца зимнего окота,Ӏайбехкжий,,ingush_dictionary_full.txt
выдавить,Ӏа́йда да́ккха,,ingush_dictionary_full.txt
назреть,Ӏа́йна да́ла,,ingush_dictionary_full.txt
гнойная рана (для лечения гнойных ран в народной медицине применяется смесь («маркхал»),Ӏайна чов,,ingush_dictionary_full.txt
по-айнски,Ӏайнашха,,ingush_dictionary_full.txt
айн,Ӏайне,,ingush_dictionary_full.txt
айн (Азия),Ӏайне,,ingush_dictionary_full.txt
айнка,Ӏайне,,ingush_dictionary_full.txt
айнский,Ӏайний,,ingush_dictionary_full.txt
сам (ты сам,Ӏайха,"**местоим. *сам (ты сам, эргат.пад.от ""ты сам""",ingush_dictionary_full.txt
жёваный,Ӏайша,,ingush_dictionary_full.txt
1) плита; 2) сковорода,Ӏа́къа,,ingush_dictionary_full.txt
загрязнение среды,Ӏалам бӀехдар,,ingush_dictionary_full.txt
колебания климата,Ӏалама лоаттам хувцабалар,,ingush_dictionary_full.txt
природные ландшафты,Ӏалама тархаш,,ingush_dictionary_full.txt
диво,Ӏаламат,,ingush_dictionary_full.txt
сильное; удивление,hælamæt-tamæš bær,,ingush_dictionary_full.txt
естествовед,Ӏа́ламдо́взархо,,ingush_dictionary_full.txt
обеспечивать,Ӏалашде,,ingush_dictionary_full.txt
туопа,Ӏалашо,,ingush_dictionary_full.txt
у (удивление,Ӏалаьлай,,ingush_dictionary_full.txt
